Filename,Category
Plastic_602.jpg,Plastic
69d55fa9ba22439ca38a5136174576aa_Cardboard_216.jpg,Cardboard
6667b69796ab4c89b0d97c5d62efde25_Food Organics_59.jpg,Food Organics
10b6866e9cde475bad84f75beb184e10_Vegetation_26.jpg,Vegetation
Metal_222.jpg,Metal
20b717016bab4b529835f80fc3d009e7_Textile Trash_188.jpg,Textile Trash
Paper_351.jpg,Paper
Metal_217.jpg,Metal
Metal_639.jpg,Metal
b80c1b3e249b4cf59de9b59a40186fad_Food Organics_123.jpg,Food Organics
e49bfdcfc10948138c72a6a3b7c88937_Cardboard_39.jpg,Cardboard
Paper_138.jpg,Paper
Paper_326.jpg,Paper
Metal_336.jpg,Metal
Metal_145.jpg,Metal
e326374a0e8f43c0898571be46a25a4e_Food Organics_238.jpg,Food Organics
Paper_383.jpg,Paper
Paper_197.jpg,Paper
2f1b4811d179430f85750b92478de9e8_Food Organics_78.jpg,Food Organics
431ed15d594a4937be59391679600880_Glass_235.jpg,Glass
19b249e337f646f5bc290d774bfd8d57_Cardboard_306.jpg,Cardboard
Plastic_454.jpg,Plastic
b57c007dfd35446090406c71587fe213_Cardboard_139.jpg,Cardboard
Plastic_636.jpg,Plastic
d90350156cf844c1a1cce42b65c0aadc_Vegetation_155.jpg,Vegetation
2cdf502d5c074ddd94f5a4470f739cd5_Vegetation_311.jpg,Vegetation
Metal_258.jpg,Metal
Plastic_579.jpg,Plastic
Paper_240.jpg,Paper
d6a0a5f1f65e461a83e28d29d719804c_Vegetation_221.jpg,Vegetation
8916a76e443841bf8ef5d7a1d9aeecea_Vegetation_101.jpg,Vegetation
298f4a4eddfe450ead2a518f59f9a136_Glass_242.jpg,Glass
Paper_482.jpg,Paper
83f8a2b316924c049067d24990e00dd3_Glass_394.jpg,Glass
0411c36510624299bd17b3d7205cddd6_Cardboard_331.jpg,Cardboard
9ee7fe67245840e88ce298e427127609_Miscellaneous Trash_392.jpg,Miscellaneous Trash
Plastic_129.jpg,Plastic
f87504dcc0834281a4fda34a3b896c58_Textile Trash_235.jpg,Textile Trash
4d48c42f8aef42e19a8c70ca95191643_Glass_11.jpg,Glass
Plastic_420.jpg,Plastic
e307e5e47afe4309b7ebb7f4bcad35b2_Miscellaneous Trash_342.jpg,Miscellaneous Trash
4186ae533014410d8c3234ffb8fdc0ca_Textile Trash_146.jpg,Textile Trash
cb2c045ae50f40de983a06bc671b11c6_Vegetation_187.jpg,Vegetation
3eb65f6b28e94479afff91a6b34dfca1_Miscellaneous Trash_14.jpg,Miscellaneous Trash
Plastic_15.jpg,Plastic
Metal_30.jpg,Metal
c9e38264dee1429b85c0d759d1a65ba9_Miscellaneous Trash_477.jpg,Miscellaneous Trash
8f2c95bbbc634044bbe9339e023c8c1f_Food Organics_9.jpg,Food Organics
9f4f29cea8bc4f55853aaec9003d44fe_Glass_389.jpg,Glass
eee41e19c2ab40cc98f396270c51b58b_Food Organics_194.jpg,Food Organics
36db7a88397e4219b133fa063ba57cc6_Glass_87.jpg,Glass
Plastic_759.jpg,Plastic
Metal_689.jpg,Metal
9a5b5c1e2ccc4a2bb3fa09e8c494c5e1_Textile Trash_34.jpg,Textile Trash
ce02a90c7ad94255b856668da04c0d03_Food Organics_247.jpg,Food Organics
Metal_651.jpg,Metal
d09ba004430844a2838904e35cf89e1d_Food Organics_381.jpg,Food Organics
869b278209664e0a84981542247c0fbe_Vegetation_234.jpg,Vegetation
ac7fcf85114340d18981be496fac547a_Vegetation_11.jpg,Vegetation
6878ec8dc26a4f1da1bfb18b94ef2b59_Glass_240.jpg,Glass
d7b2ea1ff8e6401ca918b2a1629aaa1f_Miscellaneous Trash_446.jpg,Miscellaneous Trash
Paper_371.jpg,Paper
Plastic_101.jpg,Plastic
Paper_365.jpg,Paper
75144c7e50334f6681321d14d1069d7d_Glass_147.jpg,Glass
02e06fb2bbb649799d62f0ade5f08bf4_Textile Trash_25.jpg,Textile Trash
Metal_538.jpg,Metal
e59b4e7795e54acba4a2311123ab0c60_Vegetation_154.jpg,Vegetation
25f483fcbde84db8b5de2106dddddb0f_Vegetation_45.jpg,Vegetation
Paper_155.jpg,Paper
137d293c4bf74c2dbe35f13263013d65_Miscellaneous Trash_336.jpg,Miscellaneous Trash
Metal_634.jpg,Metal
Plastic_18.jpg,Plastic
34722e89c8ab4c6383b20c14a0274fb4_Vegetation_257.jpg,Vegetation
a9d7232b6a0c43cd9a0de120dd06e3d9_Food Organics_42.jpg,Food Organics
9a1a84356b7a48989504fcef14e8e574_Glass_306.jpg,Glass
b01145ad03c646d09861936e52dfce4b_Cardboard_444.jpg,Cardboard
Metal_454.jpg,Metal
Paper_34.jpg,Paper
Metal_138.jpg,Metal
Paper_98.jpg,Paper
Paper_193.jpg,Paper
868743522ebe47e4a59873ba13879de2_Miscellaneous Trash_251.jpg,Miscellaneous Trash
d8954082133344f7a44f07669abbdd6e_Food Organics_213.jpg,Food Organics
9808f2eaf7ae4a9b95035b4b8c57de8c_Textile Trash_97.jpg,Textile Trash
Paper_33.jpg,Paper
Plastic_897.jpg,Plastic
Metal_273.jpg,Metal
f54783d123a545ac9ad20ab6aab59952_Food Organics_274.jpg,Food Organics
Plastic_467.jpg,Plastic
72fb242bd1d1412b8336a48d2fd0a5fe_Miscellaneous Trash_291.jpg,Miscellaneous Trash
dacddc86a4074f8fb0dc161a4d766b12_Cardboard_309.jpg,Cardboard
Paper_221.jpg,Paper
2b72a8bd9a8c4c60a7b5d7ffc5627f87_Food Organics_154.jpg,Food Organics
Paper_102.jpg,Paper
7e77a2c7e5244b56bbfdfadc463ed96f_Textile Trash_146.jpg,Textile Trash
dbf5cfb8b16d4fad8de5f782224d9235_Glass_391.jpg,Glass
Plastic_517.jpg,Plastic
6befd0f09ccf4a9ca87b0b2bd54b14d7_Food Organics_81.jpg,Food Organics
544e917d07dc4672b81145d2b38d72da_Cardboard_351.jpg,Cardboard
3ca58d6b2a3c4ad3a17d4ed44b24b4ca_Food Organics_233.jpg,Food Organics
Paper_31.jpg,Paper
93618d16a42040cb8d384ae7340e11f7_Cardboard_372.jpg,Cardboard
Plastic_334.jpg,Plastic
54c87b5be7604245ab8eec2e44d88a66_Food Organics_292.jpg,Food Organics
Paper_316.jpg,Paper
69ecf32ae41048ed8efd7e12ef718692_Food Organics_117.jpg,Food Organics
368a33eb827643ee89711d82649de0dd_Cardboard_286.jpg,Cardboard
Paper_77.jpg,Paper
096eba479ab24ad1a477f1561aa2bded_Glass_230.jpg,Glass
Plastic_623.jpg,Plastic
e570e4950d054841a63b06e88439804c_Glass_106.jpg,Glass
6c6e327f19694b338f54ad8813b40a26_Food Organics_295.jpg,Food Organics
Paper_179.jpg,Paper
24bc9c09614a4fb9958a86f025aefafa_Vegetation_184.jpg,Vegetation
7267a86ec7224cebaba587d115696643_Vegetation_181.jpg,Vegetation
d01329f48cd04859b313c85844bc176d_Cardboard_381.jpg,Cardboard
802bb1943cfb413697bcda02cce70a03_Vegetation_292.jpg,Vegetation
Plastic_43.jpg,Plastic
f7bf1bab28af42dc8ebc817b0dc34b8c_Vegetation_106.jpg,Vegetation
Paper_140.jpg,Paper
7800a2e62b3e4c5ebe54652b7431f474_Cardboard_133.jpg,Cardboard
dec0a66dc4814eef965f1d0b6420fbcb_Miscellaneous Trash_377.jpg,Miscellaneous Trash
28302f646a8c4865af4ec5c69f18a3cb_Miscellaneous Trash_224.jpg,Miscellaneous Trash
Metal_296.jpg,Metal
c40ad926221b4947a98fa058db7d901a_Food Organics_114.jpg,Food Organics
024517c185df4844bf2991e0c0bd5675_Vegetation_3.jpg,Vegetation
Plastic_394.jpg,Plastic
64838c968b8241a6968bbfdd42834a01_Vegetation_213.jpg,Vegetation
54bb4dcbe7354cdd9f7100c90e1b3365_Food Organics_308.jpg,Food Organics
Metal_773.jpg,Metal
fe9f8cb5d21c4e84a5c8d85e52415f8e_Glass_117.jpg,Glass
28387d99f4224e37a2013e7a1445b71e_Textile Trash_28.jpg,Textile Trash
59a22e3a962446ff888387ae9bac4ee3_Textile Trash_238.jpg,Textile Trash
Metal_394.jpg,Metal
7645c981263d4f7ba6399acb6e2f7590_Cardboard_61.jpg,Cardboard
b08ab4da1c73470d813aa4d36c0d0c67_Textile Trash_13.jpg,Textile Trash
421685d78f6d431ab80518bbbc5f524c_Glass_10.jpg,Glass
4621243f9d764f8f83696b9721cd578f_Cardboard_268.jpg,Cardboard
Plastic_164.jpg,Plastic
30c5e66f6c5b44b88219aa6e27b00a2b_Vegetation_348.jpg,Vegetation
Metal_260.jpg,Metal
e9c23d762a714f5ca8ac6598b7ebfc06_Miscellaneous Trash_408.jpg,Miscellaneous Trash
c9f462cf50f244eaad5c14d3bbf3b55b_Glass_188.jpg,Glass
Plastic_629.jpg,Plastic
Metal_458.jpg,Metal
2c26ab1436dd4166bafa81d4e27e76e1_Miscellaneous Trash_465.jpg,Miscellaneous Trash
Metal_96.jpg,Metal
c4e7a33142e04780bc05afac8ae02bc9_Textile Trash_181.jpg,Textile Trash
bbe0aaa425f64717841e63f3cb16c245_Vegetation_350.jpg,Vegetation
dd3c94f8942c4d80a6718e5b84a13895_Food Organics_3.jpg,Food Organics
Plastic_199.jpg,Plastic
bbd94255a4f14e36b891d1ec269f521f_Miscellaneous Trash_41.jpg,Miscellaneous Trash
f22ecf97af634a7e94f234baf84b50dd_Cardboard_117.jpg,Cardboard
4c2c887a94ff468591aefa38aa2fb012_Cardboard_41.jpg,Cardboard
39036e4638da4043b5dd389cf92aacf3_Vegetation_245.jpg,Vegetation
fa696c9bbbdf43b786c30cf2e70403bc_Cardboard_364.jpg,Cardboard
eaa7cf57560e4bf4b630f962de3a1fb1_Glass_54.jpg,Glass
03217cc8385f4868bdc7ecd53767f299_Miscellaneous Trash_245.jpg,Miscellaneous Trash
Plastic_771.jpg,Plastic
23e4053f4244491a853409c7d1d37b94_Textile Trash_214.jpg,Textile Trash
Metal_499.jpg,Metal
5e03bc40a3bb4c3fa249418c1ec83dc7_Food Organics_253.jpg,Food Organics
fce457a13832448897c86b6988eb88fc_Vegetation_14.jpg,Vegetation
ba76445a99054c6e955a56462fea2773_Food Organics_286.jpg,Food Organics
Paper_160.jpg,Paper
5a7de3761a5049f289096ce6cad87399_Vegetation_277.jpg,Vegetation
Paper_398.jpg,Paper
abfdfff09bb24095afda9e76b43d038b_Cardboard_451.jpg,Cardboard
Plastic_478.jpg,Plastic
ec262d22409e4dfbbca5d023a324ed3b_Vegetation_414.jpg,Vegetation
Metal_119.jpg,Metal
Plastic_470.jpg,Plastic
8d2e46d12c7b409d96c052128b0f53bb_Glass_353.jpg,Glass
2aff4e7024ed440f8cc93881bd3e7b37_Food Organics_147.jpg,Food Organics
7ab38f8fc4674959a6a2fed53184e408_Glass_43.jpg,Glass
Plastic_40.jpg,Plastic
Metal_764.jpg,Metal
59996790533241f3b24c0203ae757c92_Miscellaneous Trash_80.jpg,Miscellaneous Trash
Metal_656.jpg,Metal
4eb2a55c21bd45caae8e6b7ebc7a7cf6_Textile Trash_240.jpg,Textile Trash
b2625ae840e74cde9fc5c9cfb55df44c_Food Organics_221.jpg,Food Organics
Plastic_152.jpg,Plastic
Plastic_592.jpg,Plastic
Plastic_91.jpg,Plastic
Metal_490.jpg,Metal
3628e253efed4d8d82330777898a5862_Food Organics_22.jpg,Food Organics
46c4c49ca5a14d249a261a7e63cd03c5_Glass_131.jpg,Glass
Paper_368.jpg,Paper
cc5cb9f98c4346f19d39cae94dc64477_Food Organics_260.jpg,Food Organics
8cb1629500bf44d1b981fc114e4cf2f3_Miscellaneous Trash_300.jpg,Miscellaneous Trash
46eb22051ab74e3ca143f95e7328ee06_Cardboard_249.jpg,Cardboard
a570ef1dd7614db39b9056574ae9a416_Cardboard_228.jpg,Cardboard
Metal_69.jpg,Metal
Metal_17.jpg,Metal
Metal_113.jpg,Metal
ea3ab63167634fc1a64238b4dbb84a47_Vegetation_8.jpg,Vegetation
94b039e7914b42efbd6f05ca379f6022_Miscellaneous Trash_21.jpg,Miscellaneous Trash
Plastic_587.jpg,Plastic
0c5fd9a9bbf34a03959ae8c50f298098_Glass_226.jpg,Glass
Paper_12.jpg,Paper
Metal_197.jpg,Metal
Paper_251.jpg,Paper
b64288b8361248c7bee78e41d5ba4ef2_Miscellaneous Trash_385.jpg,Miscellaneous Trash
Paper_341.jpg,Paper
Paper_196.jpg,Paper
1f56431464a14270b9369a0f933a1a92_Miscellaneous Trash_281.jpg,Miscellaneous Trash
eb030ea46d6c4b0b9e8a6654db990845_Cardboard_91.jpg,Cardboard
2b7d7b50a3bd4c9f90d65045f45b2df1_Textile Trash_73.jpg,Textile Trash
b902f6e7fde44e1b9c6ea301b746070c_Textile Trash_154.jpg,Textile Trash
Paper_275.jpg,Paper
25d9baad9491467198753b8180133554_Cardboard_422.jpg,Cardboard
188b39a77d374a0c9c8f0002179b8be4_Vegetation_381.jpg,Vegetation
538ccabfb77d422ead9ee50460a8aa23_Food Organics_139.jpg,Food Organics
3420d80d3ee64da8812c6e42c68d1107_Food Organics_226.jpg,Food Organics
Metal_380.jpg,Metal
baab49e854454eddbc35b403708b1528_Glass_81.jpg,Glass
1f3587808c6a49179ac78f394a29072f_Vegetation_142.jpg,Vegetation
5cc27e5f709547faa9ea751e2764c93d_Textile Trash_185.jpg,Textile Trash
29c2fd092f2c4d69b67673c8b3bb199e_Vegetation_412.jpg,Vegetation
Paper_328.jpg,Paper
9365fda7d1a34e93a1f9b6924b533256_Food Organics_382.jpg,Food Organics
171d1bd2fe9e4a25b87c209e8852f310_Vegetation_191.jpg,Vegetation
Paper_61.jpg,Paper
a0bcbb1fcc4d42d28b21a13edb1c28ee_Miscellaneous Trash_286.jpg,Miscellaneous Trash
986811c3051b49a290fa6bda11964477_Miscellaneous Trash_326.jpg,Miscellaneous Trash
Metal_507.jpg,Metal
e6c9697cba57407da67dad65f8264f9f_Vegetation_292.jpg,Vegetation
fca32294dd4340bb806c4423a94d03e1_Cardboard_358.jpg,Cardboard
77a127c0833045d4a9d6516a7185ca1c_Miscellaneous Trash_487.jpg,Miscellaneous Trash
e20c015505684e138fd61d3b9bb9c17b_Miscellaneous Trash_367.jpg,Miscellaneous Trash
Plastic_437.jpg,Plastic
ca5d260d72f74b64a62819a334ab1be7_Glass_379.jpg,Glass
509f28baa0bf4c94b78d34f49b6c58c2_Glass_290.jpg,Glass
Metal_92.jpg,Metal
Metal_379.jpg,Metal
Paper_435.jpg,Paper
3376558bf3984d7da1a36a04299e222e_Glass_41.jpg,Glass
708e246d6d6147849ed00e12d67f0030_Food Organics_285.jpg,Food Organics
ace47323dd2f41b6bd257e8e8df60d66_Food Organics_230.jpg,Food Organics
85fcd6aa49b8422c865ac4f13692bc91_Food Organics_60.jpg,Food Organics
Paper_236.jpg,Paper
Metal_690.jpg,Metal
cfa1fe7291084fdda5f195182af42041_Textile Trash_240.jpg,Textile Trash
Paper_159.jpg,Paper
5971d4516bc6411ba8db9a7cf2c2c7b9_Textile Trash_90.jpg,Textile Trash
09f7f475c28b4a6392ff265dde51c389_Glass_336.jpg,Glass
Plastic_12.jpg,Plastic
Plastic_416.jpg,Plastic
0146eb47efcb490db2a7f4dd255d3ee5_Miscellaneous Trash_415.jpg,Miscellaneous Trash
148912ecea724beba0ac0b28aa2cef1f_Cardboard_71.jpg,Cardboard
d96451fc8ad0457a93046453d96f2f2d_Vegetation_84.jpg,Vegetation
Paper_348.jpg,Paper
e4458c32823848178edbe09c7fd90f8a_Textile Trash_213.jpg,Textile Trash
8a6743cae97c494c99c01a3b8d22d8cb_Miscellaneous Trash_402.jpg,Miscellaneous Trash
Plastic_635.jpg,Plastic
74e8195cf38244ccbe88677a377ce218_Food Organics_203.jpg,Food Organics
d005c02e1f5b49c296851335003b5ebc_Glass_375.jpg,Glass
Plastic_119.jpg,Plastic
fe6dcf2e37454b2da24b0295160ba631_Miscellaneous Trash_476.jpg,Miscellaneous Trash
c446f9a816eb4850a0317c8ad81f898b_Textile Trash_56.jpg,Textile Trash
91293595a01d4519824e437a9562d680_Food Organics_66.jpg,Food Organics
a033d517664347a688e29da18784896a_Miscellaneous Trash_414.jpg,Miscellaneous Trash
91539b6589b24d54a97935ef76b456c6_Food Organics_185.jpg,Food Organics
ee68e7d7b07c45e9a851ff9e0ddd5fc5_Miscellaneous Trash_81.jpg,Miscellaneous Trash
df4a90bc572e477388972ec79dd86794_Glass_404.jpg,Glass
Metal_486.jpg,Metal
bba8aecfb42641a5981af953a05d6d2d_Miscellaneous Trash_28.jpg,Miscellaneous Trash
Plastic_321.jpg,Plastic
de39cc1b932c43c8ad5f7e8fe4043d5b_Vegetation_306.jpg,Vegetation
3b6027d5fd5547e69379c6fa3579d68c_Food Organics_227.jpg,Food Organics
72a2ee1a1a3f409a91e429de4870eeb6_Food Organics_87.jpg,Food Organics
126792a87d754a9e851bacc567612a38_Cardboard_166.jpg,Cardboard
Metal_665.jpg,Metal
432899eb1a3b439f87b277735b61bdb9_Miscellaneous Trash_432.jpg,Miscellaneous Trash
767b73c2a3e242c4994c0afeffc3214c_Vegetation_99.jpg,Vegetation
Paper_84.jpg,Paper
1a14d028281b421b8d2e8b355d55bba3_Glass_238.jpg,Glass
000344b2b8d34bf58911ff04a11277b9_Miscellaneous Trash_278.jpg,Miscellaneous Trash
Plastic_324.jpg,Plastic
4848716b4d2a44a79d3630719f0c5f4d_Miscellaneous Trash_429.jpg,Miscellaneous Trash
Paper_199.jpg,Paper
Paper_281.jpg,Paper
2441340f27d94c46bcdbef7750710bf2_Vegetation_249.jpg,Vegetation
Paper_118.jpg,Paper
5f2bad32a8aa4ea38f7fd168117a0acd_Cardboard_131.jpg,Cardboard
6120523ac89e46b7ad7af68aae1391e8_Miscellaneous Trash_96.jpg,Miscellaneous Trash
Plastic_4.jpg,Plastic
aa7ee675b1564ba4be8d3dba953fd904_Food Organics_144.jpg,Food Organics
8f4cd826456f4bfea4ea78a7352b9a0b_Vegetation_94.jpg,Vegetation
Plastic_259.jpg,Plastic
Paper_413.jpg,Paper
Paper_464.jpg,Paper
f3a6c2f0ad9649a0b1acacaf96c1ff29_Food Organics_397.jpg,Food Organics
f1cfe5a77df34c31af7266afa963b2e0_Cardboard_53.jpg,Cardboard
d5031661898a4e58bb3140f5e9be90b1_Food Organics_77.jpg,Food Organics
5774d0dc02464fdabd2a5ff040666ff4_Glass_270.jpg,Glass
05a744a580b24c5296d47a1cb8d028fd_Cardboard_142.jpg,Cardboard
6a847a826cf0411e9946ac0497c27a28_Food Organics_30.jpg,Food Organics
Metal_433.jpg,Metal
192caf195d6949a883dfb51a6cc0aa4a_Textile Trash_286.jpg,Textile Trash
Plastic_644.jpg,Plastic
Paper_428.jpg,Paper
a0935c499892447daaa811497b7e1746_Food Organics_181.jpg,Food Organics
Paper_448.jpg,Paper
Plastic_250.jpg,Plastic
9e049ca244424113afc191d980928c7e_Miscellaneous Trash_26.jpg,Miscellaneous Trash
f7e3e5b7f424452d9780a5198a4ab116_Textile Trash_312.jpg,Textile Trash
4d9b2703794d43e583e51400b5cb2314_Miscellaneous Trash_80.jpg,Miscellaneous Trash
20a1286271534f0e9c3323494967a50b_Vegetation_144.jpg,Vegetation
2564b77333654c54a067a1a8181f4f78_Vegetation_186.jpg,Vegetation
84d48be8ccc14597b17ec03e2d60ae7c_Food Organics_45.jpg,Food Organics
3731d12135014b898a4ba49613f80c68_Glass_383.jpg,Glass
7a410688ead145b09c7d857df7ef9e10_Vegetation_404.jpg,Vegetation
67c4e05bb65f45338763dc861dd0eb88_Glass_3.jpg,Glass
5d5875f7e79046ac8ba6a6588754a6bb_Vegetation_230.jpg,Vegetation
84c7747a59fe440480a4f3a192df11e1_Textile Trash_21.jpg,Textile Trash
3896c4ca990f4a1189ac2fd3c87e82c7_Miscellaneous Trash_163.jpg,Miscellaneous Trash
ce8046d104ae4308849ecfa6cad64ec2_Vegetation_370.jpg,Vegetation
0c1fbcde9fb543e0892dca67e60e5921_Food Organics_235.jpg,Food Organics
bb6ce60dc3224b839f4d1132694a10c9_Miscellaneous Trash_215.jpg,Miscellaneous Trash
643151f05d0b4100ba3f87bd5b08632f_Vegetation_378.jpg,Vegetation
b8798110e22e45f497f9e3fe852bce88_Cardboard_251.jpg,Cardboard
e885d6a570cb430da04d958170776168_Miscellaneous Trash_472.jpg,Miscellaneous Trash
cbee65cb37a74b4f9ded4b328659b5a3_Glass_49.jpg,Glass
114a8da235764843a91a0b87818f8192_Glass_5.jpg,Glass
8fe197102a064a0dacd31050e39c9513_Food Organics_329.jpg,Food Organics
9f12c2af306341efbe16c70c2356b7e6_Vegetation_7.jpg,Vegetation
Metal_518.jpg,Metal
Metal_337.jpg,Metal
Paper_111.jpg,Paper
bdb50b56f1dd44a7aa4a2e0ee0acf309_Textile Trash_251.jpg,Textile Trash
Plastic_496.jpg,Plastic
821af562b41b4f289b83ed62317e1220_Food Organics_317.jpg,Food Organics
c55f22f4c9364aa2a0b3c976b1bcca1b_Miscellaneous Trash_412.jpg,Miscellaneous Trash
e5933d3f6ba943c8997688283f449037_Vegetation_306.jpg,Vegetation
Plastic_789.jpg,Plastic
b90a339e72504edca33dc2a85be67057_Cardboard_187.jpg,Cardboard
afc7ec569972466182c3a119e6247ba1_Miscellaneous Trash_362.jpg,Miscellaneous Trash
Metal_184.jpg,Metal
cb97dfb53a824eba9a905c9f7aa6179d_Food Organics_189.jpg,Food Organics
8c1477c1ea48484a83782373b76e7bd9_Glass_97.jpg,Glass
faee9775fa4d489caa53edf56e4f4ab7_Textile Trash_295.jpg,Textile Trash
ace3423d72114fa69b97ae2e538adfe4_Miscellaneous Trash_356.jpg,Miscellaneous Trash
dd5057903f3f409da0498fb9cc27e214_Miscellaneous Trash_111.jpg,Miscellaneous Trash
Plastic_33.jpg,Plastic
357d44334a1346b6b8bbcae2e37b7ed0_Glass_311.jpg,Glass
c980d8ddaf9a430d819d4af54516564f_Vegetation_393.jpg,Vegetation
4d3761e870b3469ca562c6c2ae76de90_Cardboard_429.jpg,Cardboard
Paper_476.jpg,Paper
35945489b5734b1484291640669f9fa0_Glass_274.jpg,Glass
bc34cb03de3448c09c8b32f6dae45e45_Cardboard_345.jpg,Cardboard
d4da2a1cfffd47b78b1d2f0d523f3d18_Vegetation_359.jpg,Vegetation
e6f43146866047f6b5232c068c031c7a_Textile Trash_91.jpg,Textile Trash
10f182c949a54564b4b4eb54ad3c02fc_Cardboard_196.jpg,Cardboard
Metal_382.jpg,Metal
Paper_29.jpg,Paper
Metal_261.jpg,Metal
Metal_464.jpg,Metal
Plastic_463.jpg,Plastic
f592d06382e546c0b1f88177daa88505_Cardboard_378.jpg,Cardboard
b66fa8ad705649fda5de32b46b6e0db1_Glass_41.jpg,Glass
ff14be8efc4b42eb9915b8ae2a88bab6_Glass_320.jpg,Glass
fb7feec6a5eb4f208d0f0e845faeecea_Miscellaneous Trash_387.jpg,Miscellaneous Trash
Plastic_158.jpg,Plastic
13370cc165cc41c797399ad676dcbb62_Glass_404.jpg,Glass
7dce09879df44a26942e1b08a155d3d8_Vegetation_34.jpg,Vegetation
80e476977c1e42399b6875ec32af7246_Cardboard_342.jpg,Cardboard
Plastic_401.jpg,Plastic
5aa95c264f9f420f8a3035b3dba794d0_Vegetation_392.jpg,Vegetation
a0f33368a15c4041b90a2a1a0bb41737_Food Organics_408.jpg,Food Organics
42896146230c47f582d73d81fcf83452_Miscellaneous Trash_342.jpg,Miscellaneous Trash
b87d72a51b454206be34405c8d4783d8_Textile Trash_245.jpg,Textile Trash
0fbd756b1d594e5182258381d9780f5a_Glass_326.jpg,Glass
eb1205467d204c0d8ff573a654d27913_Glass_251.jpg,Glass
30d20ff5fd0b4f4abb4a696d449c7c3e_Food Organics_393.jpg,Food Organics
77ab4e8d80e04a9ba1221b4ca8068e6b_Miscellaneous Trash_253.jpg,Miscellaneous Trash
Metal_272.jpg,Metal
239222cc8c1c4ecb88e2bb7904e53256_Miscellaneous Trash_395.jpg,Miscellaneous Trash
c373280ed39942899700cd608c45b35a_Food Organics_325.jpg,Food Organics
1cb6d41e7f244f0eaa67bab22bba4fa1_Miscellaneous Trash_393.jpg,Miscellaneous Trash
Metal_483.jpg,Metal
e49d3d60727a4094ba3f77fe6c5848a1_Glass_240.jpg,Glass
Paper_142.jpg,Paper
7ef613979fb04553b8f886f498069a26_Miscellaneous Trash_370.jpg,Miscellaneous Trash
912160d101724f97ab8c3de9b003a5bd_Textile Trash_10.jpg,Textile Trash
44392dc956cd44cd933358ff78c45a9b_Glass_372.jpg,Glass
Plastic_486.jpg,Plastic
b77ed97be3ae42caa88bc0cdb80b0eaf_Food Organics_135.jpg,Food Organics
e7b217097e784599baffed1456b4e6f8_Textile Trash_186.jpg,Textile Trash
08b017cac1bb4454a8e9d5a93e52175a_Vegetation_334.jpg,Vegetation
c697d7c56f74454683597511a7c0e939_Miscellaneous Trash_58.jpg,Miscellaneous Trash
Paper_421.jpg,Paper
49687223a1914d028875c176ef45514b_Glass_191.jpg,Glass
32c57b54cc6442c4941d1ece8db6e898_Food Organics_117.jpg,Food Organics
d0f6144386e5411c856525e9e068558e_Textile Trash_267.jpg,Textile Trash
1b506deebeef4516838b453bdf3d8135_Miscellaneous Trash_402.jpg,Miscellaneous Trash
Plastic_593.jpg,Plastic
9a23597c8c9944fb8ece1c29ed331d3c_Textile Trash_144.jpg,Textile Trash
6cfb674240d74ff396a43eebbb607eb8_Vegetation_140.jpg,Vegetation
dfd5941942264052a6df4caa8437c629_Textile Trash_188.jpg,Textile Trash
98f3016a9118460fb86c71328d719955_Cardboard_146.jpg,Cardboard
7cb5de1f68b54a9faee218b95a16b528_Miscellaneous Trash_493.jpg,Miscellaneous Trash
5d717b1ffb2a4bd190ced1b0216dc867_Textile Trash_188.jpg,Textile Trash
71de75cd45124ac391107ad5cfc6ae2d_Cardboard_194.jpg,Cardboard
Metal_270.jpg,Metal
1c796c93995d431da1b6604443ea4b32_Miscellaneous Trash_195.jpg,Miscellaneous Trash
36bf91f8314341da9e1917bdc55e8ade_Food Organics_273.jpg,Food Organics
0e6059b0055741b8aea684888472b169_Textile Trash_118.jpg,Textile Trash
3c1ba6ed3ff542448a7b8992190b5c4f_Textile Trash_152.jpg,Textile Trash
7a7a011d7e5746d1800894d7a1d84570_Miscellaneous Trash_154.jpg,Miscellaneous Trash
be7ccde129b649b6a235b7ed6a2b519e_Miscellaneous Trash_341.jpg,Miscellaneous Trash
de757dd8e2e74ad9a49bb5c083dacaef_Miscellaneous Trash_354.jpg,Miscellaneous Trash
Metal_628.jpg,Metal
Metal_23.jpg,Metal
Metal_269.jpg,Metal
9b32f035bafc40e68a190e59de71207e_Glass_13.jpg,Glass
Plastic_825.jpg,Plastic
e094647407544a089d55f81fce9bb00f_Food Organics_130.jpg,Food Organics
Paper_53.jpg,Paper
Paper_358.jpg,Paper
51e1bb044b114ec1a6786a0699ae0756_Cardboard_87.jpg,Cardboard
Plastic_631.jpg,Plastic
Metal_569.jpg,Metal
92b67e7a503e4e0bac7f213b73f05cb1_Vegetation_68.jpg,Vegetation
e1474151018041c5a48853b33744a04f_Vegetation_148.jpg,Vegetation
Paper_360.jpg,Paper
11c6cde915944d04a032bc1d31a4d2cd_Miscellaneous Trash_325.jpg,Miscellaneous Trash
2a3a4ea4e5c9416ba7a74b0ee2195aea_Textile Trash_11.jpg,Textile Trash
6b20b2807acb46b6849c5388bc22d427_Food Organics_356.jpg,Food Organics
8b1f0f199e3a47df9d74a3addc1ecfb4_Miscellaneous Trash_5.jpg,Miscellaneous Trash
303255d9c35f42d0905057f871758613_Glass_7.jpg,Glass
5cb19ae9e0634f6497e121aa4185b630_Glass_171.jpg,Glass
Paper_162.jpg,Paper
Metal_229.jpg,Metal
